,Date,Position,Trend,Title,Artist,Streams,Icon_URL,Spotify_URL
17,2017-01-01,18,Down,Call On Me - Ryan Riback Extended Remix,Starley,1507320,https://i.scdn.co/image/ab67616d000048519d4079afc73664f86f055400,https://open.spotify.com/track/78rIJddV4X0HkNAInEcYde
18,2017-01-01,19,Down,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,1480601,https://i.scdn.co/image/ab67616d00004851ef37416970812293c08e8a78,https://open.spotify.com/track/6JV2JOEocMgcZxYSZelKcc
19,2017-01-01,20,Up,Don't Let Me Down,The Chainsmokers,1438471,https://i.scdn.co/image/ab67616d0000485108d87fb54859bc9038f7e5e0,https://open.spotify.com/track/0QsvXIfqM0zZoerQfsI9lm
20,2017-01-01,21,Up,Treat You Better,Shawn Mendes,1409430,https://i.scdn.co/image/ab67616d00004851188e6332f32088921ab1eaf8,https://open.spotify.com/track/4Hf7WnR761jpxPr5D46Bcd
21,2017-01-01,22,Down,Just Hold On,Steve Aoki,1375005,https://i.scdn.co/image/ab67616d0000485122e2ce2de8bad6d67ee69b48,https://open.spotify.com/track/3EmmCZoqpWOTY1g2GBwJoR
22,2017-01-01,23,Down,My Way,Calvin Harris,1341827,https://i.scdn.co/image/ab67616d000048518d12bc5e3ea5c9f4a967de32,https://open.spotify.com/track/1vvNmPOiUuyCbgWmtc6yfm
23,2017-01-01,24,Flat,Starving,Hailee Steinfeld,1338596,https://i.scdn.co/image/ab67616d00004851612495ee5769c99125031be2,https://open.spotify.com/track/1qOLh0tI7trd1zdDKxYZTe
24,2017-01-01,25,Up,Bad Things (with Camila Cabello),Machine Gun Kelly,1257334,https://i.scdn.co/image/d5f976093a4dcbc5ea9d4c04b414207f8bdce469,https://open.spotify.com/track/1PSBzsahR2AKwLJgx8ehBj
25,2017-01-01,26,Up,Heathens,Twenty One Pilots,1255839,https://i.scdn.co/image/ab67616d000048512ca3ba8f334ca5a5f0312efb,https://open.spotify.com/track/6i0V12jOa3mr6uu4WYhUBr
26,2017-01-01,27,Down,Cheap Thrills,Sia,1238279,https://i.scdn.co/image/ab67616d0000485149e0134c686547c28b7c999f,https://open.spotify.com/track/27SdWb2rFzO6GWiYDBTD9j
27,2017-01-01,28,Down,All We Know,The Chainsmokers,1238138,https://i.scdn.co/image/ab67616d00004851ff8d8c5662a96d41433e9ee1,https://open.spotify.com/track/2rizacJSyD9S1IQUxUxnsK
28,2017-01-01,29,Flat,Mercy,Shawn Mendes,1215550,https://i.scdn.co/image/ab67616d00004851188e6332f32088921ab1eaf8,https://open.spotify.com/track/4TZy1wLyHec06pwgFYDh1a
29,2017-01-01,30,Up,Reggaetón Lento (Bailemos),CNCO,1164530,https://i.scdn.co/image/ab67616d000048517db0f7ac4c612cce26ccacf9,https://open.spotify.com/track/3AEZUABDXNtecAOSC1qTfo
30,2017-01-01,31,Up,Broccoli (feat. Lil Yachty),DRAM,1149938,https://i.scdn.co/image/ab67616d00004851f02a1575a59bd05998826351,https://open.spotify.com/track/7yyRTcZmCiyzzJlNzGC9Ol
31,2017-01-01,32,Down,I Took A Pill In Ibiza - Seeb Remix,Mike Posner,1112074,https://i.scdn.co/image/ab67616d0000485140512e02a594e3378c0256e6,https://open.spotify.com/track/17Fd6Yb7mSbinKG8LoWfFl
32,2017-01-01,33,Up,Safari,J Balvin,1112032,https://i.scdn.co/image/ab67616d00004851338ffc4c72a192f06070546b,https://open.spotify.com/track/6rQSrBHf7HlZjtcMZ4S4bO
33,2017-01-01,34,Down,This Is What You Came For,Calvin Harris,1094062,https://i.scdn.co/image/ab67616d00004851d9aa52355e062f5de060adbf,https://open.spotify.com/track/0azC730Exh71aQlOt9Zj3y
34,2017-01-01,35,Up,Work from Home (feat. Ty Dolla $ign),Fifth Harmony,1059658,https://i.scdn.co/image/ab67616d00004851d03fa6f4e758282b7920b5c8,https://open.spotify.com/track/4tCtwWceOPWzenK2HAIJSb
35,2017-01-01,36,Flat,Scars To Your Beautiful,Alessia Cara,1031598,https://i.scdn.co/image/5b9e5bd34ec840f07c8530e43a76b1b5e08d8b77,https://open.spotify.com/track/0prNGof3XqfTvNDxHonvdK
36,2017-01-01,37,Up,Vente Pa' Ca,Ricky Martin,1016899,https://i.scdn.co/image/ab67616d000048513d90f5938459be40b7b6652a,https://open.spotify.com/track/7DM4BPaS7uofFul3ywMe46
37,2017-01-01,38,Down,All Night,The Vamps,1003894,https://i.scdn.co/image/ab67616d000048516d212964f44127ddabdac111,https://open.spotify.com/track/4b4KcovePX8Ke2cLIQTLM0
38,2017-01-01,39,Down,By Your Side,Jonas Blue,971615,https://i.scdn.co/image/ab67616d00004851bd4b658f3aead04637924c28,https://open.spotify.com/track/1D3ODoXHBLpdxolZRHWV1j
39,2017-01-01,40,Up,We Don't Talk Anymore,Charlie Puth,971342,https://i.scdn.co/image/ab67616d00004851c0e28105f0533c52717c46c2,https://open.spotify.com/track/68EMU2RD1ECNeOeJ5qAXCV
40,2017-01-01,41,Up,Caroline,Aminé,963128,https://i.scdn.co/image/ab67616d00004851f79e6e61fb0eec9fbe1abfff,https://open.spotify.com/track/7FB8l7UA1HKqnuSLjP9qDc
41,2017-01-01,42,Down,Now and Later,Sage The Gemini,959972,https://i.scdn.co/image/ab67616d000048515c1a2482d6a8fe70825cc59e,https://open.spotify.com/track/08WPvDEsHvTFuB9w8tC2OS
42,2017-01-01,43,Up,Love Me Now,John Legend,950832,https://i.scdn.co/image/ab67616d00004851fa2ba77d93b08258827bd2d2,https://open.spotify.com/track/6nxQdXa1uAL0rY72wPZu89
43,2017-01-01,44,Down,The Mack,Nevada,949200,https://i.scdn.co/image/ab67616d00004851746ac799032f9af9c5268332,https://open.spotify.com/track/7aV2mflaASUmGhCErm7kBO
44,2017-01-01,45,Down,Alone,Alan Walker,936813,https://i.scdn.co/image/ab67616d00004851f00ade2f88d8223521bc7f76,https://open.spotify.com/track/0JiVRyTJcJnmlwCZ854K4p
45,2017-01-01,46,Up,Work,Rihanna,899368,https://i.scdn.co/image/ab67616d000048510ed05634a469e5cf4789b0a7,https://open.spotify.com/track/14WWzenpaEgQZlqPq2nk4v
46,2017-01-01,47,Up,Otra vez (feat. J Balvin),Zion & Lennox,893174,https://i.scdn.co/image/ab67616d0000485182eabf564ddc57325a84dd50,https://open.spotify.com/track/3QwBODjSEzelZyVjxPOHdq
47,2017-01-01,48,Down,I Would Like,Zara Larsson,892922,https://i.scdn.co/image/ab67616d000048519e1683774b22648f4f178ed3,https://open.spotify.com/track/4Q4jmPHwu0wrJvqrld0FQ6
48,2017-01-01,49,Down,Hear Me Now,Alok,873494,https://i.scdn.co/image/e308bad29e4cf6dc8aa5cd97449ef71bbb893d40,https://open.spotify.com/track/1a5Yu5L18qNxVhXx38njON
49,2017-01-01,50,Down,Shed a Light,Robin Schulz,868259,https://i.scdn.co/image/ab67616d000048517be189f322bc8155c103d6c9,https://open.spotify.com/track/1cG0umU5TKStygKsPFZ9pY
50,2017-01-01,51,Up,Bounce Back,Big Sean,859929,https://i.scdn.co/image/695d0c097d8463ccc2c2b9855fe44e3e9e7bc267,https://open.spotify.com/track/0SGkqnVQo9KPytSri1H6cF
51,2017-01-01,52,Up,Love Yourself,Justin Bieber,858762,https://i.scdn.co/image/ab67616d00004851b6d9a4fbb0bd49f0f034aead,https://open.spotify.com/track/3hB5DgAiMAQ4DzYbsMq1IT
52,2017-01-01,53,Down,Cake By The Ocean,DNCE,830889,https://i.scdn.co/image/ab67616d00004851a19a2912e1618ada66b2e6e8,https://open.spotify.com/track/2aFiaMXmWsM3Vj72F9ksBl
53,2017-01-01,54,Up,Party Monster,The Weeknd,829599,https://i.scdn.co/image/6aeaaebcbd861c8369b14366e8e0eca2fe96055d,https://open.spotify.com/track/4F7A0DXBrmUAkp32uenhZt
54,2017-01-01,55,Down,Sorry,Justin Bieber,827170,https://i.scdn.co/image/ab67616d00004851b6d9a4fbb0bd49f0f034aead,https://open.spotify.com/track/69bp2EbF7Q2rqc5N3ylezZ
55,2017-01-01,56,Down,Ride,Twenty One Pilots,825398,https://i.scdn.co/image/ab67616d00004851de03bfc2991fd5bcfde65ba3,https://open.spotify.com/track/2Z8WuEywRWYTKe1NybPQEW
56,2017-01-01,57,Up,La Bicicleta,Carlos Vives,810362,https://i.scdn.co/image/ab67616d00004851d05d3aad30c5fb7614893cf5,https://open.spotify.com/track/0sXvAOmXgjR2QUqLK1MltU
57,2017-01-01,58,Down,Perfect Strangers,Jonas Blue,806283,https://i.scdn.co/image/14891cf71e2287163c137e90074783ba5cdd4ff4,https://open.spotify.com/track/5bZtRlMBU76vHuDOb1GM5u
58,2017-01-01,59,Up,Panda,Desiigner,788804,https://i.scdn.co/image/ab67616d000048513df69bfb7713d8262820612b,https://open.spotify.com/track/5OOkp4U9P9oL23maHFHL1h
59,2017-01-01,60,Up,Too Good,Drake,786785,https://i.scdn.co/image/ab67616d00004851726abca207567d5e41cb9667,https://open.spotify.com/track/11KJSRSgaDxqydKYiD2Jew
60,2017-01-01,61,Up,"How Far I'll Go - From ""Moana""",Alessia Cara,778773,https://i.scdn.co/image/ab67616d00004851fb128b1eda22335050f584fe,https://open.spotify.com/track/5hYTyyh2odQKphUbMqc5gN
61,2017-01-01,62,Down,Sexual,NEIKED,770804,https://i.scdn.co/image/ab67616d000048519c5e27aff6792af94e972af9,https://open.spotify.com/track/3AsAuGTaDQzavZZThyYlop
62,2017-01-01,63,Up,Into You,Ariana Grande,762502,https://i.scdn.co/image/ab67616d000048517227f5854239a059af211d5b,https://open.spotify.com/track/7yHEDfrJNd0zWOfXwydNH0
63,2017-01-01,64,Down,Stressed Out,Twenty One Pilots,758614,https://i.scdn.co/image/ab67616d00004851de03bfc2991fd5bcfde65ba3,https://open.spotify.com/track/3CRDbSIZ4r5MsZ0YwxuEkn
64,2017-01-01,65,Up,Deja Vu,J. Cole,748367,https://i.scdn.co/image/fff50a2874dae97e76d3a78e55771d7c59719928,https://open.spotify.com/track/6I6NX6tjGsxFAsIfGzY9lJ
65,2017-01-01,66,Up,Shaky Shaky,Daddy Yankee,735912,https://i.scdn.co/image/ab67616d00004851f0b25154a0858db46415fbe7,https://open.spotify.com/track/58IL315gMSTD37DOZPJ2hf
66,2017-01-01,67,Down,Faded,Alan Walker,713049,https://i.scdn.co/image/ab67616d00004851c4d00cac55ae1b4598c9bc90,https://open.spotify.com/track/7gHs73wELdeycvS48JfIos
67,2017-01-01,68,Down,The Greatest,Sia,709411,https://i.scdn.co/image/ab67616d00004851754b2fddebe7039fdb912837,https://open.spotify.com/track/7xHWNBFm6ObGEQPaUxHuKO
68,2017-01-01,69,Up,Controlla,Drake,687222,https://i.scdn.co/image/ab67616d00004851726abca207567d5e41cb9667,https://open.spotify.com/track/6F609ICg9Spjrw1epsAnpa
69,2017-01-01,70,Down,Light It Up (feat. Nyla & Fuse ODG) - Remix,Major Lazer,686053,https://i.scdn.co/image/ab67616d00004851751a2e5da4333e86814026ba,https://open.spotify.com/track/0L7loeTIg6akW84aEQZpCT
70,2017-01-01,71,Up,Traicionera,Sebastian Yatra,685732,https://i.scdn.co/image/ab67616d00004851dbe5e9f934a9be5db8884c52,https://open.spotify.com/track/5J1c3M4EldCfNxXwrwt8mT
71,2017-01-01,72,Up,X (feat. Future),21 Savage,673320,https://i.scdn.co/image/ab67616d000048512dd1ac4a61495080ef8f78ca,https://open.spotify.com/track/6fwdbPMwP1zVStm8FybmkO
72,2017-01-01,73,Up,Send My Love (To Your New Lover),Adele,672465,https://i.scdn.co/image/ab67616d000048514c3bbcff5e7248e415548f12,https://open.spotify.com/track/4BHzQ9C00ceJxfG16AlNWb
73,2017-01-01,74,Up,Juju On That Beat (TZ Anthem),Zay Hilfigerrr,672103,https://i.scdn.co/image/ab67616d00004851186678fe32d915298c28d576,https://open.spotify.com/track/1lItf5ZXJc1by9SbPeljFd
74,2017-01-01,75,Up,DUELE EL CORAZON,Enrique Iglesias,666941,https://i.scdn.co/image/ab67616d0000485113dae8008773aede4a979a7d,https://open.spotify.com/track/6YZdkObH88npeKrrkb8Ggf
75,2017-01-01,76,Down,Hymn for the Weekend - Seeb Remix,Coldplay,655597,https://i.scdn.co/image/ab67616d00004851e42f212796979596843a7376,https://open.spotify.com/track/1OAiWI2oPmglaOiv9fdioU
76,2017-01-01,77,Down,"i hate u, i love u (feat. olivia o'brien)",gnash,653547,https://i.scdn.co/image/ab67616d0000485108862f843ea27f44f8e8cbd8,https://open.spotify.com/track/7vRriwrloYVaoAe3a9wJHe
77,2017-01-01,78,Up,"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Lil Wayne,650717,https://i.scdn.co/image/ab67616d000048517d8dfcfd507069d7f2062caf,https://open.spotify.com/track/4dASQiO1Eoo3RJvt74FtXB
78,2017-01-01,79,Down,Solo Dance,Martin Jensen,647007,https://i.scdn.co/image/ab67616d00004851950d67dbe3f31f1d9a5d06a2,https://open.spotify.com/track/6HUnnBwYZqcED1eQztxMBN
79,2017-01-01,80,Up,Chill Bill,Rob $tone,646550,https://i.scdn.co/image/ab67616d000048516f3e9696889a2425338e0836,https://open.spotify.com/track/5uDASfU19gDxSjW8cnCaBp
80,2017-01-01,81,Up,Deu Onda,MC G15,640703,https://i.scdn.co/image/ab67616d000048518b4b30be47d016b7122dc88c,https://open.spotify.com/track/0EPxmvsG1BY5td4aTOkWBF
81,2017-01-01,82,Down,The Ocean (feat. Shy Martin),Mike Perry,621355,https://i.scdn.co/image/ab67616d000048517f401862bfe87b552a75308d,https://open.spotify.com/track/2CPqh63wRVscbceKcPxwvv
82,2017-01-01,83,Up,Needed Me,Rihanna,618514,https://i.scdn.co/image/ddc285ca9817c96c7719b3f2a759e108787db021,https://open.spotify.com/track/1Tt4sE4pXi57mTD1GCzsqm
83,2017-01-01,84,Down,Human,Rag'n'Bone Man,615851,https://i.scdn.co/image/ab67616d0000485190a788beadaad34ff684d3ec,https://open.spotify.com/track/58zsLZPvfflaiIbNWoA22O
84,2017-01-01,85,Down,Setting Fires,The Chainsmokers,599513,https://i.scdn.co/image/ab67616d000048519e076dc24d45c52fbf7232bb,https://open.spotify.com/track/0B8B8cVRFIG1yznoQe7c9s
85,2017-01-01,86,Down,The Greatest,Sia,597051,https://i.scdn.co/image/ab67616d00004851754b2fddebe7039fdb912837,https://open.spotify.com/track/6bLopGnirdrilrpdVB6Um1
86,2017-01-01,87,Down,7 Years,Lukas Graham,593676,https://i.scdn.co/image/ab67616d0000485104d59cefa11f0eee9f1877a5,https://open.spotify.com/track/7129iqBafaphfc3WPCGC0L
87,2017-01-01,88,Down,This Girl (Kungs Vs. Cookin' On 3 Burners) - Kungs Vs. Cookin' On 3 Burners,Kungs,586302,https://i.scdn.co/image/ab67616d00004851f504cc56f3bd99bc61929272,https://open.spotify.com/track/0tICYNayWWhH9GPeFrfjfD
88,2017-01-01,89,Up,Sneakin’,Drake,580939,https://i.scdn.co/image/8b1f6991ae1192e214374d14d918140d04dbd8a7,https://open.spotify.com/track/4ckuS4Nj4FZ7i3Def3Br8W
89,2017-01-01,90,Up,OOOUUU,Young M.A,580826,https://i.scdn.co/image/ab67616d0000485111042a73bbccc204ae394e58,https://open.spotify.com/track/7JYsArznYOjX2jsrT3UEnL
90,2017-01-01,91,Up,Trust Nobody (feat. Selena Gomez & Tory Lanez),Cashmere Cat,579504,https://i.scdn.co/image/ab67616d00004851e53443feca656fafbbbae361,https://open.spotify.com/track/2wDjpPW3HZdA9quPPmZAMu
91,2017-01-01,92,Flat,Make Me (Cry),Noah Cyrus,577810,https://i.scdn.co/image/ab67616d00004851bf2ec8b87525fbd01fb0111f,https://open.spotify.com/track/2BrzlUj1u1CtvaJDGIKpsP
92,2017-01-01,93,Flat,Lot to Learn,Luke Christopher,570299,https://i.scdn.co/image/ab67616d00004851f2e8adf51117581629e7c271,https://open.spotify.com/track/2HzfRSfCogBSsgW2CckVA2
93,2017-01-01,94,Down,Fast Car,Jonas Blue,567927,https://i.scdn.co/image/ab67616d000048515cf78b9932b45387375528eb,https://open.spotify.com/track/6OZh916QF8XNunWaP97WEZ
94,2017-01-01,95,Up,No Problem (feat. Lil Wayne & 2 Chainz),Chance the Rapper,567639,https://i.scdn.co/image/ab67616d00004851e71dd15fc5bdefd5bff70452,https://open.spotify.com/track/0v9Wz8o0BT8DU38R4ddjeH
95,2017-01-01,96,Up,Water Under the Bridge,Adele,565509,https://i.scdn.co/image/ab67616d000048514c3bbcff5e7248e415548f12,https://open.spotify.com/track/4vb4mFvYsr2h6enhjJsq9Y
96,2017-01-01,97,Down,Shout Out to My Ex,Little Mix,561342,https://i.scdn.co/image/ab67616d000048512318bbb0586903290db2b270,https://open.spotify.com/track/0YHUITU3w6ws1v8ehT264g
97,2017-01-01,98,Up,No Heart,21 Savage,553704,https://i.scdn.co/image/ab67616d000048512dd1ac4a61495080ef8f78ca,https://open.spotify.com/track/4gmmRb6bZJffOOiww1JGTO
98,2017-01-01,99,Flat,Middle,DJ Snake,552314,https://i.scdn.co/image/ab67616d000048515045de6786e0af096de73ed4,https://open.spotify.com/track/4OZEu0Vwq0RB2LAq14v99n
99,2017-01-01,100,Up,Dile Que Tu Me Quieres,Ozuna,549784,https://i.scdn.co/image/ab67616d0000485133bbd31551e01896f58d688f,https://open.spotify.com/track/20ZAJdsKB5IGbGj4ilRt2o
100,2017-01-01,101,Down,"Me, Myself & I",G-Eazy,546883,https://i.scdn.co/image/ab67616d0000485198acfa8c055deedc25e6081d,https://open.spotify.com/track/40YcuQysJ0KlGQTeGUosTC
101,2017-01-01,102,Down,Capsize,FRENSHIP,543362,https://i.scdn.co/image/ab67616d00004851670048174db73ef55039c7bf,https://open.spotify.com/track/2XMTqoHHSH0lvuXrvIEdco
102,2017-01-01,103,Up,Billie Jean,Michael Jackson,538134,https://i.scdn.co/image/ab67616d000048514121faee8df82c526cbab2be,https://open.spotify.com/track/5ChkMS8OtdzJeqyybCc9R5
103,2017-01-01,104,Down,Lean On (feat. MØ & DJ Snake),Major Lazer,536139,https://i.scdn.co/image/ab67616d000048519f55dad3a63f72f1bc8d6f59,https://open.spotify.com/track/4WjH9Bzt3kx7z8kl0awxh4
104,2017-01-01,105,Up,"Ay Mi Dios (feat. Pitbull, Yandel & Chacal)",IAmChino,534629,https://i.scdn.co/image/ab67616d000048511568fbc07414eb185c58ef62,https://open.spotify.com/track/6stYbAJgTszHAHZMPxWWCY
105,2017-01-01,106,Up,Borro Cassette,Maluma,531529,https://i.scdn.co/image/ab67616d000048513c3acd23605ccd1a9fd038bd,https://open.spotify.com/track/6DUdDIRgLqCGq1DwkNWQTN
106,2017-01-01,107,Up,Andas En Mi Cabeza,Chino & Nacho,523705,https://i.scdn.co/image/ab67616d0000485166dad4487da6fc0dced2d0c6,https://open.spotify.com/track/5mey7CLLuFToM2P68Qu1gF
107,2017-01-01,108,Down,Sunset Lover,Petit Biscuit,520460,https://i.scdn.co/image/ab67616d00004851014080d39d56c94c0b285362,https://open.spotify.com/track/0hNduWmlWmEmuwEFcYvRu1
108,2017-01-01,109,Up,Sidewalks,The Weeknd,516467,https://i.scdn.co/image/6aeaaebcbd861c8369b14366e8e0eca2fe96055d,https://open.spotify.com/track/4h90qkbnW1Qq6pBhoPvwko
109,2017-01-01,110,Down,Sex,Cheat Codes,515548,https://i.scdn.co/image/3b6152419e1f09563b17835100766da08426ec66,https://open.spotify.com/track/5DA77EqppDmCTWGovd4oTP
110,2017-01-01,111,Down,Final Song,MØ,505038,https://i.scdn.co/image/ab67616d00004851b7a02217229178b771ed0d4c,https://open.spotify.com/track/4qqArAiTPueDxIp7cf87h7
111,2017-01-01,112,Up,All Time Low,Jon Bellion,501034,https://i.scdn.co/image/ff06a4138a99d272c24d2f6da9b5ea6067c054db,https://open.spotify.com/track/1CnPYaKxTVb4LWOtiGOm0m
112,2017-01-01,113,Down,Versace on the Floor,Bruno Mars,500917,https://i.scdn.co/image/ab67616d00004851232711f7d66a1e19e89e28c5,https://open.spotify.com/track/0kN8xEmgMW9mh7UmDYHlJP
113,2017-01-01,114,Up,Six Feet Under,The Weeknd,489564,https://i.scdn.co/image/6aeaaebcbd861c8369b14366e8e0eca2fe96055d,https://open.spotify.com/track/4mU5iXHeLgbR94siF7p1sY
114,2017-01-01,115,Up,Fresh Eyes,Andy Grammer,489550,https://i.scdn.co/image/ab67616d0000485158dd2ff215d3baa7d4bd194f,https://open.spotify.com/track/4nMlau89VAjmV7agkl7OY3
115,2017-01-01,116,Up,Vacaciones,Wisin,487214,https://i.scdn.co/image/ab67616d00004851c85f0d16973e9dae6f8a786c,https://open.spotify.com/track/3dQDid3IUNhZy1OehIfYfE
116,2017-01-01,117,Up,Bohemian Rhapsody - Remastered 2011,Queen,482964,https://i.scdn.co/image/ab67616d00004851a461aa96bd9a8fcd0a492aee,https://open.spotify.com/track/1AhDOtG9vPSOmsWgNW0BEY
117,2017-01-01,118,Up,pick up the phone,Young Thug,480609,https://i.scdn.co/image/ab67616d00004851f54b99bf27cda88f4a7403ce,https://open.spotify.com/track/20dP2DaMHIAmwWAbp7peSr
118,2017-01-01,119,Up,You Was Right,Lil Uzi Vert,476850,https://i.scdn.co/image/ab67616d000048518be07181aa935225a6f25d56,https://open.spotify.com/track/2ANLarE8yHVsLWW21nj79M
119,2017-01-01,120,Down,Steady 1234 (feat. Jasmine Thompson & Skizzy Mars),Vice,476309,https://i.scdn.co/image/ab67616d000048516c3742dff9593add7c590e85,https://open.spotify.com/track/40UroIGvsMPLPBYwH8rMNA
120,2017-01-01,121,Down,Roses,The Chainsmokers,475190,https://i.scdn.co/image/ab67616d0000485108d87fb54859bc9038f7e5e0,https://open.spotify.com/track/6O6M7pJLABmfBRoGZMu76Y
121,2017-01-01,122,Up,Jumpman,Drake,473297,https://i.scdn.co/image/d4b8cf869e0b9fa7aea9a3dc569a935edb78840c,https://open.spotify.com/track/27GmP9AWRs744SzKcpJsTZ
122,2017-01-01,123,Up,Photograph,Ed Sheeran,472142,https://i.scdn.co/image/ab67616d00004851d08209944468440145f01524,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy
123,2017-01-01,124,Down,PILLOWTALK,ZAYN,470638,https://i.scdn.co/image/ab67616d00004851a15e26d05b7ce776b566579d,https://open.spotify.com/track/0PDUDa38GO8lMxLCRc4lL1
124,2017-01-01,125,Up,Pumped Up Kicks,Foster The People,467384,https://i.scdn.co/image/ab67616d00004851c03f8ef4160b2a3b72dd407d,https://open.spotify.com/track/7w87IxuO7BDcJ3YUqCyMTT
125,2017-01-01,126,Down,What Do You Mean?,Justin Bieber,464343,https://i.scdn.co/image/ab67616d00004851b6d9a4fbb0bd49f0f034aead,https://open.spotify.com/track/3pzjHKrQSvXGHQ98dx18HI
126,2017-01-01,127,Down,Lush Life,Zara Larsson,460606,https://i.scdn.co/image/ab67616d000048519e1683774b22648f4f178ed3,https://open.spotify.com/track/1rIKgCH4H52lrvDcz50hS8
127,2017-01-01,128,Up,Hotline Bling,Drake,459418,https://i.scdn.co/image/ab67616d00004851726abca207567d5e41cb9667,https://open.spotify.com/track/2FBUoWkIuQXwayw2RNo5l6
128,2017-01-01,129,Up,Redbone,Childish Gambino,455949,https://i.scdn.co/image/ab67616d000048510b97e56ffad7c6211aa848f8,https://open.spotify.com/track/3kxfsdsCpFgN412fpnW85Y
129,2017-01-01,130,Down,No Money,Galantis,453779,https://i.scdn.co/image/ab67616d00004851119cb56f073efd326643dcfe,https://open.spotify.com/track/0gb1J5UrTpzaU1s3nupgCd
130,2017-01-01,131,Up,"Happy - From ""Despicable Me 2""",Pharrell Williams,453426,https://i.scdn.co/image/ab67616d00004851d005b5fa12875efb624e8e12,https://open.spotify.com/track/5b88tNINg4Q4nrRbrCXUmg
131,2017-01-01,132,Down,Hello,Adele,448638,https://i.scdn.co/image/ab67616d000048514c3bbcff5e7248e415548f12,https://open.spotify.com/track/4sPmO7WMQUAf45kwMOtONw
